# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May  8 12:30:27 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_controv_flag = 0
# CONSTRAINT:  and pl_orbperstr < 100
# CONSTRAINT:  and pl_radjstr not null
# CONSTRAINT:  and pl_bmassjstr in [0.25, 13]
# CONSTRAINT:  and pl_orbeccenlim = 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-15 b,Kepler-15,1,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=ENDL_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...13E/abstract target=ref> Endl et al. 2011 </a>,4.94278200000,0.00000130000,-0.00000130000,0,0.0571400000,0.0008600000,-0.0009300000,0,10.76000000,0.67000000,-0.78000000,0,0.96000000,0.06000000,-0.07000000,0,209.76000000,25.43000000,-28.60000000,0,0.66000000,0.08000000,-0.09000000,0,Mass,0.060000,,,0,,,,,,,,,0,<a refstr=ENDL_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...13E/abstract target=ref> Endl et al. 2011 </a>,,5515.00,122.00,-130.00,0,0.992000,0.058000,-0.070000,0,1.018000,0.044000,-0.052000,0,0.3600,0.0700,-0.0700,0,[Fe/H],4.460000,0.053000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m48.13s,296.2005506,+49d08m24.11s,49.1400304,739.41200000,11.15800000,-11.15800000,13.8100000,0.1370000,-0.1370000,12.2160000,0.0280000,-0.0280000,13.7136000,0.0002420,-0.0002420,2014-05-14,2011-11,2014-05-14
NGTS-16 b,NGTS-16,1,1,1,Transit,2021,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,4.84532000000,0.00002000000,-0.00002000000,0,0.0523000000,0.0064000000,-0.0064000000,0,14.57167491,1.45716749,-1.34507768,0,1.30000000,0.13000000,-0.12000000,0,211.99154747,49.89905990,-40.99986450,0,0.66700000,0.15700000,-0.12900000,0,Mass,0.000000,,,0,480.0000,115.0000,-115.0000,0,1177.00,59.00,-59.00,0,0,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,G7 V,5550.00,150.00,-150.00,0,1.213000,0.110000,-0.107000,0,1.002000,0.031000,-0.031000,0,0.3500,0.1000,-0.1000,0,[Fe/H],4.350000,0.180000,-0.160000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h53m03.34s,58.2639299,-30d48m16.71s,-30.8046405,898.16800000,17.70100000,-17.04200000,14.5290000,0.1030000,-0.1030000,12.6470000,0.0330000,-0.0330000,14.2311000,0.0002150,-0.0002150,2021-04-23,2021-03,2021-04-23
TOI-905 b,TOI-905,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,3.73949400000,0.00003800000,-0.00003800000,0,0.0466600000,0.0009600000,-0.0011000000,0,13.12573900,0.59407700,-0.57165900,0,1.17100000,0.05300000,-0.05100000,0,211.99261000,13.34886000,-13.03103000,0,0.66700000,0.04200000,-0.04100000,0,Mass,0.024000,0.025000,-0.017000,0,337.0000,46.0000,-38.0000,0,1192.00,39.00,-36.00,0,0,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,,5570.00,150.00,-140.00,0,0.918000,0.038000,-0.036000,0,0.968000,0.061000,-0.068000,0,0.1400,0.2200,-0.1800,0,[Fe/H],4.498000,0.025000,-0.027000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h10m38.08s,227.6586754,-71d21m41.87s,-71.3616316,158.64900000,0.72500000,-0.71800000,11.0800000,0.0140000,-0.0140000,9.4480000,0.0190000,-0.0190000,11.0813000,0.0004140,-0.0004140,2021-02-08,2020-11,2021-02-11
Qatar-6 b,Qatar-6,1,2,1,Transit,2017,Qatar,Published Confirmed,0,<a refstr=ALSUBAI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...52A/abstract target=ref>Alsubai et al. 2018</a>,3.50619500000,0.00001800000,-0.00001800000,0,0.0423000000,0.0004000000,-0.0004000000,0,11.90395800,0.79583900,-0.79583900,0,1.06200000,0.07100000,-0.07100000,0,212.31044000,20.97678000,-20.97678000,0,0.66800000,0.06600000,-0.06600000,0,Mass,0.000000,,,0,,,,,1006.00,18.00,-18.00,0,0,<a refstr=ALSUBAI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...52A/abstract target=ref>Alsubai et al. 2018</a>,K2 V,5052.00,66.00,-66.00,0,0.722000,0.020000,-0.020000,0,0.822000,0.021000,-0.021000,0,-0.0250,0.0930,-0.0930,0,[Fe/H],4.636000,0.014000,-0.014000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h48m50.42s,222.2100773,+22d09m09.41s,22.1526136,100.84800000,0.46400000,-0.46000000,11.4960000,0.0360000,-0.0360000,9.2260000,,,11.1249000,0.0013670,-0.0013670,2019-11-18,2018-02,2019-11-21
TIC 257060897 b,TIC 257060897,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MONTALTO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.2908M/abstract target=ref>Montalto et al. 2022</a>,3.66002800000,0.00000600000,-0.00000600000,0,0.0510000000,0.0020000000,-0.0020000000,0,16.70138124,0.44835923,-0.44835923,0,1.49000000,0.04000000,-0.04000000,0,212.94503269,9.53485221,-9.53485221,0,0.67000000,0.03000000,-0.03000000,0,Mass,0.030000,0.020000,-0.020000,0,,,,,1762.00,21.00,-21.00,0,0,<a refstr=MONTALTO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.2908M/abstract target=ref>Montalto et al. 2022</a>,,,,,,1.820000,0.050000,-0.050000,0,1.320000,0.040000,-0.040000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h10m07.72s,227.5321527,+72d42m37.13s,72.7103128,505.70300000,5.12600000,-5.02500000,11.8140000,0.0200000,-0.0200000,10.3870000,0.0170000,-0.0170000,11.6659000,0.0001630,-0.0001630,2021-10-04,2022-01,2021-10-04
TOI-1899 b,TOI-1899,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LIN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...90L/abstract target=ref>Lin et al. 2023</a>,29.09031200000,0.00003600000,-0.00003500000,0,0.1525000000,0.0065000000,-0.0060000000,0,11.09689089,0.33626942,-0.33626942,0,0.99000000,0.03000000,-0.03000000,0,212.94503269,12.71313628,-12.71313628,0,0.67000000,0.04000000,-0.04000000,0,Mass,0.044000,0.029000,-0.027000,0,3.4000,0.3000,-0.2000,0,378.00,8.00,-7.00,0,0,<a refstr=LIN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...90L/abstract target=ref>Lin et al. 2023</a>,,3926.00,45.00,-47.00,0,0.607000,0.017000,-0.016000,0,0.632000,0.026000,-0.025000,0,0.2800,0.1100,-0.1100,0,[Fe/H],4.672000,0.021000,-0.020000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h57m42.44s,299.4268472,+40d08m36.05s,40.1433462,128.43800000,0.25000000,-0.25000000,14.8800000,0.2000000,-0.2000000,10.5090000,0.0180000,-0.0180000,13.5553000,0.0004220,-0.0004220,2024-04-15,2023-09,2024-04-15
WASP-22 b,WASP-22,1,1,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.53269000000,0.00001000000,-0.00001000000,0,,,,,13.78707000,1.56926000,-1.56926000,0,1.23000000,0.14000000,-0.14000000,0,212.94610000,60.38770000,-60.38770000,0,0.67000000,0.19000000,-0.19000000,0,Mass,0.020000,0.010000,-0.010000,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6000.00,100.00,-100.00,0,1.240000,0.130000,-0.130000,0,1.460000,0.630000,-0.630000,0,-0.0500,,,0,[Fe/H],4.500000,0.200000,-0.200000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h31m16.33s,52.8180374,-23d49m11.25s,-23.8197924,317.65200000,5.63800000,-5.44700000,11.9900000,0.0250000,-0.0250000,10.3180000,0.0200000,-0.0200000,11.5821000,0.0006660,-0.0006660,2018-04-25,2017-03,2018-04-26
HAT-P-4 b,HAT-P-4,1,2,1,Transit,2007,HATNet,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,3.05653600000,,,0,0.0443800000,0.0008100000,-0.0015000000,0,14.28000000,0.54900000,-0.67300000,0,1.27400000,0.04900000,-0.06000000,0,213.25500000,10.48800000,-13.98400000,0,0.67100000,0.03300000,-0.04400000,0,Mass,0.000000,,,0,,,,,1686.00,30.00,-26.00,0,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,5860.00,80.00,,0,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m57.89s,229.9912200,+36d13m46.36s,36.2295450,320.45100000,2.85200000,-2.80200000,11.1180000,0.0100000,-0.0100000,9.7700010,0.0200000,-0.0200000,11.0634000,0.0005280,-0.0005280,2014-05-14,2008-04,2014-05-14
CoRoT-36 b,CoRoT-36,1,1,1,Transit,2022,CoRoT,Published Confirmed,0,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,5.61653100000,0.00002300000,-0.00002300000,0,0.0660000000,0.0070000000,-0.0070000000,0,15.80466279,1.56925730,-1.56925730,0,1.41000000,0.14000000,-0.14000000,0,216.12331676,149.37935129,-136.66621501,1,0.68000000,0.47000000,-0.43000000,1,Mass,0.000000,,,0,,,,,1567.00,35.00,-35.00,0,0,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,F3 V,6730.00,140.00,-140.00,0,1.520000,0.200000,-0.100000,0,1.320000,0.090000,-0.090000,0,-0.1000,0.1000,-0.1000,0,[Fe/H],4.160000,0.060000,-0.060000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h31m00.24s,277.7510149,+07d11m00.05s,7.1833465,925.95800000,27.79600000,-26.24700000,13.1260000,0.0690000,-0.0690000,11.5920000,0.0210000,-0.0210000,12.9515000,0.0006500,-0.0006500,2022-08-01,2022-07,2022-08-01
HAT-P-32 b,HAT-P-32,1,2,1,Transit,2011,HATNet,Published Confirmed,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,2.15000820000,0.00000013000,-0.00000013000,0,0.0339700000,0.0005100000,-0.0005000000,0,22.19382000,0.50440500,-0.50440500,0,1.98000000,0.04500000,-0.04500000,0,216.12440000,34.96130000,-31.78300000,0,0.68000000,0.11000000,-0.10000000,0,Mass,0.159000,0.051000,-0.028000,0,1841.0000,31.0000,-38.0000,0,1835.70,6.80,-6.90,0,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,,6001.00,88.00,-88.00,0,1.367000,0.031000,-0.030000,0,1.132000,0.051000,-0.050000,0,-0.1600,0.0800,-0.0800,0,[Fe/H],4.220000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h04m10.26s,31.0427614,+46d41m16.26s,46.6878512,289.20500000,5.35500000,-5.16700000,11.4390000,0.0150000,-0.0150000,9.9900000,0.0220000,-0.0220000,11.1335000,0.0004790,-0.0004790,2019-07-08,2019-02,2019-07-11
TOI-3714 b,TOI-3714,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,2.15484900000,0.00000100000,-0.00000100000,0,0.0270000000,0.0010000000,-0.0010000000,0,11.32107051,0.33626942,-0.33626942,0,1.01000000,0.03000000,-0.03000000,0,222.47988490,9.53485221,-9.53485221,0,0.70000000,0.03000000,-0.03000000,0,Mass,0.030000,0.030000,-0.020000,0,54.0000,4.0000,-5.0000,0,750.00,20.00,-20.00,0,0,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,M2,3660.00,90.00,-90.00,0,0.510000,0.010000,-0.010000,0,0.530000,0.020000,-0.020000,0,0.1000,0.1000,-0.1000,0,[Fe/H],4.750000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h38m12.56s,69.5523415,+39d27m28.81s,39.4580035,112.71000000,0.58600000,-0.57900000,15.7000000,0.2000000,-0.2000000,10.8520000,0.0170000,-0.0170000,14.3107000,0.0004990,-0.0004990,2022-06-27,2022-01,2022-06-27
XO-7 b,XO-7,1,1,1,Transit,2019,XO,Published Confirmed,0,<a refstr=CROUZET_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...44C/abstract target=ref>Crouzet et al. 2020</a>,2.86414240000,0.00000430000,-0.00000430000,0,0.0442100000,0.0006200000,-0.0006200000,0,15.38995700,0.29143400,-0.29143400,0,1.37300000,0.02600000,-0.02600000,0,225.34147000,10.80622000,-10.80622000,0,0.70900000,0.03400000,-0.03400000,0,Mass,0.038000,0.033000,-0.033000,0,1540.0000,81.0000,-81.0000,0,1743.00,23.00,-23.00,0,0,<a refstr=CROUZET_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...44C/abstract target=ref>Crouzet et al. 2020</a>,G0 V,6250.00,100.00,-100.00,0,1.480000,0.022000,-0.022000,0,1.405000,0.059000,-0.059000,0,0.4320,0.0570,-0.0570,0,[Fe/H],4.246000,0.023000,-0.023000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h29m54.74s,277.4780753,+85d13m59.95s,85.2333208,234.14900000,1.19400000,-1.18100000,10.5210000,0.0060000,-0.0060000,9.2410000,0.0240000,-0.0240000,10.4575000,0.0004490,-0.0004490,2020-01-13,2020-02,2020-01-16
TOI-2818 b,TOI-2818,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.03970900000,0.00000240000,-0.00000230000,0,0.0493000000,0.0010000000,-0.0008000000,0,15.27784069,0.51561311,-0.50440413,0,1.36300000,0.04600000,-0.04500000,0,225.65816897,82.63538582,-82.63538582,0,0.71000000,0.26000000,-0.26000000,0,Mass,0.000000,,,0,598.0000,47.0000,-41.0000,0,1376.00,26.00,-24.00,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5721.00,88.00,-83.00,0,1.229000,0.032000,-0.031000,0,0.977000,0.063000,-0.049000,0,-0.0200,0.1100,-0.0900,0,[Fe/H],4.250000,0.034000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h56m14.36s,119.0598183,-35d07m00.16s,-35.1167104,312.67400000,2.26500000,-2.23300000,11.9370000,0.0350000,-0.0350000,10.4030000,0.0250000,-0.0250000,11.8367000,0.0002170,-0.0002170,2023-02-27,2023-03,2023-02-27
WASP-35 b,WASP-35,1,1,1,Transit,2011,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.16158000000,0.00000200000,-0.00000200000,0,,,,,14.57170000,0.78463000,-0.78463000,0,1.30000000,0.07000000,-0.07000000,0,225.65930000,31.78300000,-31.78300000,0,0.71000000,0.10000000,-0.10000000,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5990.00,80.00,-80.00,0,1.080000,0.060000,-0.060000,0,1.050000,0.190000,-0.190000,0,-0.1500,,,0,[Fe/H],4.400000,0.010000,-0.010000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h04m19.65s,76.0818912,-06d13m47.21s,-6.2297801,202.21800000,1.69800000,-1.66900000,10.9390000,0.0110000,-0.0110000,9.5250000,0.0210000,-0.0210000,10.8531000,0.0004780,-0.0004780,2018-04-25,2017-03,2018-04-26
TOI-4914 b,TOI-4914,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240907520M/abstract target=ref>Mantovan et al. 2024</a>,10.60057000000,0.00001000000,-0.00001000000,0,0.0980000000,0.0030000000,-0.0030000000,0,12.87000000,0.36000000,-0.36000000,0,1.14818647,0.03211710,-0.03211710,0,227.00000000,13.00000000,-13.00000000,0,0.71422187,0.04090257,-0.04090257,0,Mass,0.408000,0.023000,-0.023000,0,,,,,894.00,20.00,-20.00,0,0,<a refstr=MANTOVAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240907520M/abstract target=ref>Mantovan et al. 2024</a>,,5805.00,62.00,-62.00,0,1.000000,0.023000,-0.023000,0,1.030000,0.060000,-0.060000,0,-0.1300,0.0800,-0.0800,0,[Fe/H],4.300000,0.140000,-0.140000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h38m10.24s,204.5426717,-28d08m34.51s,-28.1429206,299.89000000,3.47600000,-3.39900000,12.2350000,0.0460000,-0.0460000,10.7060000,0.0230000,-0.0230000,12.0997000,0.0002470,-0.0002470,2024-10-03,2024-09,2024-10-03
